Type équipement ou lieu,Nom,Adresse postale,libelle_geographique
Bibliothèque,Médiathèque intercommunale Georges-Pompidou,6 av. des Diablots 95320 Saint-Leu-la-Forêt,Saint-Leu-la-Forêt
Bibliothèque,Médiathèque intercommunale Jean-d'Ormesson,5 r. Pierre Brossolette 95130 Le Plessis-Bouchard,Le Plessis-Bouchard
Bibliothèque,Médiathèque intercommunale L'Éclipse,3 av. de la Libération 95240 Cormeilles-en-Parisis,Cormeilles-en-Parisis
Bibliothèque,Médiathèque intercommunale LOUIS-ARAGON,2 av. Gabriel Peri 92220 Bagneux,Bagneux
Bibliothèque,Médiathèque intercommunale La Grange,16 r. de la Fontaine 95270 Seugy,Seugy
Bibliothèque,Médiathèque intercommunale Lire à Montévrain,27 bd Charles de Gaulle 77144 Montévrain,Montévrain
Bibliothèque,Médiathèque intercommunale Maurice Genevoix,pl. du 11 Novembre 95600 Eaubonne,Eaubonne
Bibliothèque,Médiathèque intercommunale Saint-Exupéry,34 r. de la Station 95130 Franconville,Franconville
Bibliothèque,Médiathèque intercommunale à Arnouville,15 17 r. Robert Schuman 95400 Arnouville,Arnouville
Bibliothèque,Médiathèque municipale,4 bis r. des Ecoles 77670 Vernou-la-Celle-sur-Seine,Vernou-la-Celle-sur-Seine
Bibliothèque,"Médiathèque municipale ""Les Yeux d'Elsa"" Saint-Arnoult-en-Yvelines",pl. du Jeu de Paume 78730 Saint-Arnoult-en-Yvelines,Saint-Arnoult-en-Yvelines
Bibliothèque,Médiathèque municipale Alexandre de Mazade,pl. Gabriel Peri 95260 Beaumont-sur-Oise,Beaumont-sur-Oise
Bibliothèque,Médiathèque municipale Antoine de Saint-Exupéry,66 av. Jean Jaurès 95330 Domont,Domont
Bibliothèque,Médiathèque municipale François Mauriac,20 r. Robert Peltier 95190 Goussainville,Goussainville
Bibliothèque,Médiathèque municipale Joseph Kessel,18 av. du Général de Gaulle 95250 Beauchamp,Beauchamp
Bibliothèque,Médiathèque municipale L'Esperluete,3 r. d'Orphin 78660 Prunay-en-Yvelines,Prunay-en-Yvelines
Bibliothèque,Médiathèque municipale Marguerite Duras,8 r. Madame 95550 Bessancourt,Bessancourt
Bibliothèque,Médiathèque municipale Marie-Claire-Tihon,91 av. du Château 78480 Verneuil-sur-Seine,Verneuil-sur-Seine
Bibliothèque,Médiathèque municipale Michel Houel,12 r. de Montry 77450 Condé-Sainte-Libiaire,Condé-Sainte-Libiaire
Bibliothèque,Médiathèque municipale Stendhal,3 pl. Mendes France 95310 Saint-Ouen-l'Aumône,Saint-Ouen-l'Aumône
Bibliothèque,Médiathèque municipale de Boissy,17 bis r. Veuve Quatremain 95650 Boissy-l'Aillerie,Boissy-l'Aillerie
Bibliothèque,Médiathèque municipale de Bruyères-sur-Oise,7 Grande Rue 95820 Bruyères-sur-Oise,Bruyères-sur-Oise
Bibliothèque,Médiathèque municipale de Coulanges,4 r. Saint Nicolas 95500 Gonesse,Gonesse
Bibliothèque,Médiathèque municipale de Fontainebleau,15 r. Royale 77300 Fontainebleau,Fontainebleau
Bibliothèque,Médiathèque municipale de Jouy-le-Moutier,94 av. des Bruzacques 95280 Jouy-le-Moutier,Jouy-le-Moutier
Bibliothèque,Médiathèque municipale de Presles,9 pl. du Général Leclerc 95590 Presles,Presles
Bibliothèque,Médiathèque-Ludothèque La Belle Gabrielle,41 av. Charles de Gaulle 91830 Le Coudray-Montceaux,Le Coudray-Montceaux
Bibliothèque,Médiathèques Elsa Triolet et Aragon,12/14 bd Léon Feix 95100 Argenteuil,Argenteuil
Bibliothèque,Médiathéque,28 r. de Paris 78560 Le Port-Marly,Le Port-Marly
Bibliothèque,Nadine Viers,13 r. du General Leclerc 78270 Gommecourt,Gommecourt
Bibliothèque,Neuilly Campus,16 pl. du Marché 92200 Neuilly-sur-Seine,Neuilly-sur-Seine
Bibliothèque,PULP Nord,61 r. Pasteur 94800 Villejuif,Villejuif
Bibliothèque,PULP Sud,118 r. Youri Gagarïne 94800 Villejuif,Villejuif
Bibliothèque,Palais De La Médiathèque,122 r. de la République 92800 Puteaux,Puteaux
Bibliothèque,Partothèque de Cergy-Pontoise,pl. des Arts 95000 Cergy,Cergy
Bibliothèque,Point Lecture Du Champy,9 all. du Bataillon-Hildevert 93160 Noisy-le-Grand,Noisy-le-Grand
Bibliothèque,Point Relais lecture municipal,121 bd Paul Vaillant Couturier 95190 Goussainville,Goussainville
Bibliothèque,Point lecture Chemin de l'île,3 r. Ampère 92000 Nanterre,Nanterre
Bibliothèque,Point lecture de Jouy-sur-Morin Bibliothèque municipale,6 pl. de l'Eglise 77320 Jouy-sur-Morin,Jouy-sur-Morin
Bibliothèque,Point lecture du jardin des sources,14 pl. Georges Pompidou 93160 Noisy-le-Grand,Noisy-le-Grand
Bibliothèque,Point-Lecture des Coteaux Maison de quartier des Coteaux,7/9 r. de Chailloit 95100 Argenteuil,Argenteuil
Bibliothèque,Relais Village,8 pass. de l'Image Saint-Martin 94000 Créteil,Créteil
Bibliothèque,René Coty,120 r. Roger François 94700 Maisons-Alfort,Maisons-Alfort
Bibliothèque,Reseau Des Mediatheques Choisy Le Roi Direction,17 r. Pierre Mendes France 94600 Choisy-le-Roi,Choisy-le-Roi
Bibliothèque,Reseau des Médiathèques,53 bis r. de Fontenay 94300 Vincennes,Vincennes
Bibliothèque,Réseau Coeur d'Essonne Agglomération CA Coeur d'Essonne Agglomération,72 rte de Corbeil 91700 Sainte-Geneviève-des-Bois,Sainte-Geneviève-des-Bois
Bibliothèque,Réseau Grand Paris Sud Seine Essonne Sénart,6 bd de l'Europe Valéry Giscard d'Estaing 91000 Évry-Courcouronnes,Évry-Courcouronnes
Bibliothèque,Réseau Vallée Sud Grand Paris,28 r. de la Redoute 92260 Fontenay-aux-Roses,Fontenay-aux-Roses
Bibliothèque,Réseau de la lecture publique et du jeu Etablissement Public Territorial Grand Orly Seine Bièvre,2 Avenur Youri Gargarine 94400 Vitry-sur-Seine,Vitry-sur-Seine
Bibliothèque,Réseau de lecture publique CCBRC,6 rte de Fontaine le Port 77820 Le Châtelet-en-Brie,Le Châtelet-en-Brie
Bibliothèque,Réseau de lecture publique Marne et Gondoire Domaine de Rentilly,1 r. de l'Etang 77600 Bussy-Saint-Martin,Bussy-Saint-Martin
Bibliothèque,Réseau de lecture publique de Val Parisis Communauté d'agglomération Val Parisis,271 Chaussée Jules César 95250 Beauchamp,Beauchamp
Bibliothèque,Réseau de lecture publique de Val d'Europe Val d'Europe Agglomération,2 pl. d'Ariane 77700 Serris,Serris
Bibliothèque,Réseau de lecture publique de la CA Paris Vallée de la Marne,5 crs. de l'Arche Guédon 77200 Torcy,Torcy
Bibliothèque,Réseau des bibliothèques municipales de Plaine Vallée,1 r. de l'Egalité 95230 Soisy-sous-Montmorency,Soisy-sous-Montmorency
Bibliothèque,Réseau des médiathèque de Paris-Saclay,21 r. Jean Rostand 91400 Orsay,Orsay
Bibliothèque,Réseau des médiathèques Communauté d'agglomération du Val d'Yerres Val de Seine,78 rte Nationale 6 91800 Brunoy,Brunoy
Bibliothèque,Réseau des médiathèques de Cergy-Pontoise Direction de la culture et de l’éducation artistique,Parvis de la Prefecture 95000 Cergy,Cergy
Bibliothèque,Réseau des médiathèques de Clamart-Médiathèque Buanderie Médiathèque Buanderie-Anne Capezzuoli,pl. Ferrari 92140 Clamart,Clamart
Bibliothèque,Réseau des médiathèques de la ville de Cergy,3 pl. Olympe de Gouges 95000 Cergy,Cergy
Bibliothèque,Réseau Étampois Sud-Essonne,4 r. Sainte Croix 91150 Étampes,Étampes
Bibliothèque,Réserve centrale,Paris 75001 Paris 1er Arrondissement,Paris 1er Arrondissement
Bibliothèque,Saint Quentin En Yvelines Siège administratif,1 r. Eugène Hénaff 78190 Trappes,Trappes
Bibliothèque,Service Hors les Murs,3 pl. des Rencontres 77200 Torcy,Torcy
Bibliothèque,Service de lecture publique de Roissy Pays de France COMMUNAUTE D'AGGLOMERATION ROISSY PAYS DE FRANCE,6 bis bd Charles de Gaulle 95400 Villiers-le-Bel,Villiers-le-Bel
Bibliothèque,Service des bibliothèques et du livre,55 r. des Francs-Bourgeois 75003 Paris 3e Arrondissement,Paris 3e Arrondissement
Bibliothèque,Tête du réseau Médiathèques Grand Paris Sud Est Avenir Direction de la Culture,14 r. le Corbusier 94000 Créteil,Créteil
Bibliothèque,Vert,64 Grande Rue 78930 Vert,Vert
Bibliothèque,bibliothèque communale de Fouju,120 r. du Général-de-Gaulle 77390 Fouju,Fouju
Bibliothèque,bibliothèque municipale Blandy les tours,1 pl. des Tours 77115 Blandy,Blandy
Bibliothèque,espace socioculturel (Bibliothèque - 29-31 ),31 r. Dauvilliers 91290 Arpajon,Arpajon
Bibliothèque,Émile Bernard,15 r. de la Concorde 92600 Asnières-sur-Seine,Asnières-sur-Seine
